번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),판매점영업면적,,
15363,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320154930013087500005,20150831,,1,영업/정상,13,영업중,,,,,061-534-3312,,,,전라남도 해남군 해남읍 서림길 39 (무에타이관 워킹맘베이커리 해양도시가스),59023,씨유 해남고점,2.01508E+13,I,2018/08/31 23:59,,162699.5709,119938.9758,33,,
15364,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320154930013087500006,20150831,,1,영업/정상,13,영업중,,,,,,,,,전라남도 해남군 해남읍 남부순환로 9 (완구할인마트),59038,미니스톱 뉴해남터미널점,2.01509E+13,I,2018/08/31 23:59,,163863.242,119175.1563,84.56,,
15365,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320164930013087500001,20160204,,1,영업/정상,13,영업중,,,,,536-3587,,,전라남도 해남군 해남읍 수성리 184번지 1호,"전라남도 해남군 해남읍 군청길 27, GS25 해남군청점",59029,GS25 해남군청점,2.01807E+13,I,2018/08/31 23:59,,163076.1885,119619.5293,76,,
15366,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320164930013087500002,20160509,,1,영업/정상,13,영업중,,,,,534-7775,,,,전라남도 해남군 송지면 땅끝마을길 79,59065,CU해남땅끝점,2.01605E+13,I,2018/08/31 23:59,,156577.0864,89469.25208,90,,
15367,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320164930013087500003,20160510,,1,영업/정상,13,영업중,,,,,534-9029,,,,전라남도 해남군 해남읍 중앙1로 251 (서림마트),59034,CU해남서림점,2.01605E+13,I,2018/08/31 23:59,,162641.5195,119490.6948,99,,
15368,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320144810029087500030,20141023,,1,영업/정상,13,영업중,,,,,,,555010,전라남도 여수시 학동 40번지 1호,전라남도 여수시 쌍봉로 74-1 (학동),59677,미니스톱 여천제일점,2.0141E+13,I,2018/08/31 23:59,,260714.2789,141033.5027,83,,
15369,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320144810029087500032,20141107,,1,영업/정상,13,영업중,,,,,,,,,전라남도 여수시 여수산단1로 190 (화치동),59610,미니스톱 화치산단점,2.01411E+13,I,2018/08/31 23:59,,258524,147055,,,
15370,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320144810029087500033,20141127,,1,영업/정상,13,영업중,,,,,,,555010,전라남도 여수시 학동 91번지 4호,전라남도 여수시 시청동5길 16 (학동),59689,여수학동엑스포점,2.01411E+13,I,2018/08/31 23:59,,260911.8586,140193.3864,,,
15371,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320154810029087500001,20150209,,1,영업/정상,13,영업중,,,,,,,550200,전라남도 여수시 문수동 478번지,전라남도 여수시 여문2로 76 (문수동),59703,(주)코리아세븐여수문수광장점,2.01502E+13,I,2018/08/31 23:59,,263421.5036,139743.2,,,
15372,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320164930013087500004,20160816,,1,영업/정상,13,영업중,,,,,,,,,전라남도 해남군 황산면 공룡박물관길 77,59007,미니스톱해남우항리점,2.01608E+13,I,2018/08/31 23:59,,148031.5735,119940.3473,215,,
15373,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320184930013087500005,20180430,,1,영업/정상,13,영업중,,,,,,,,,전라남도 해남군 북평면 달량진길 39-1,59055,GS25 해남북평점,2.01805E+13,I,2018/08/31 23:59,,165704.4534,100940.7923,99.17,,
15374,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320154810029087500002,20150209,,1,영업/정상,13,영업중,,,,,061-683-6997,,,전라남도 여수시 소호동 443번지 1호,전라남도 여수시 소호로 405 (소호동),59669,지에스25 여수요트장점,2.01912E+13,U,2019/12/08 2:40,,259423.9407,138067.9512,330,,
15375,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320154810029087500006,20150429,,1,영업/정상,13,영업중,,,,,061-686-7300,,550170,전라남도 여수시 봉산동 222번지 2호,전라남도 여수시 대교로 58 (봉산동),59764,CU여수봉산점,2.01504E+13,I,2018/08/31 23:59,,266487.3332,137525.188,40,,
15376,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320154810029087500007,20150518,,1,영업/정상,13,영업중,,,,,061-666-8583,,,,전라남도 여수시 충무로 64 (충무동),59732,CU여수충무점,2.01505E+13,I,2018/08/31 23:59,,266881.839,138433.1118,,,
15377,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320154810029087500009,20150601,,1,영업/정상,13,영업중,,,,,,,555809,전라남도 여수시 학동 179번지 2호,전라남도 여수시 시청동3길 35-15 (학동),59689,(주)코리아세븐 여수학동선소점,2.01506E+13,I,2018/08/31 23:59,,260882.9743,140073.7447,,,
15378,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320154810029087500010,20150615,,1,영업/정상,13,영업중,,,,,,,550210,전라남도 여수시 오림동 403번지 3호,전라남도 여수시 오림2길 20 (오림동),59714,세븐일레븐오림부영점,2.01703E+13,I,2018/08/31 23:59,,265421.3333,140006.523,,,
15379,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320154810029087500011,20150615,,1,영업/정상,13,영업중,,,,,061-644-8579,,550833,전라남도 여수시 돌산읍 우두리 707번지 3호,전라남도 여수시 돌산읍 돌산로 3553-1,59768,G25돌산환영점,2.01506E+13,I,2018/08/31 23:59,,268040.9168,136836.1003,,,
15380,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320164900013087500001,20160323,,1,영업/정상,13,영업중,,,,,,,,,전라남도 화순군 화순읍 칠충로 83-11 (한국하이빌),58121,GS25 화순칠충로점,2.01603E+13,I,2018/08/31 23:59,,198007.9116,173325.1703,62,,
15500,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320194800026087500019,20191224,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 용당동 1200번지 1호,"전라남도 목포시 양을로 232, 1층 (용당동)",58647,씨유 목포양을로점,2.01912E+13,I,2019/12/28 0:23,,144610.2106,146062.9924,3.3,,
15518,안전상비의약품 판매업소,01_01_05_P,4830000,PHMH320194830021087500009,20191223,,1,영업/정상,13,영업중,,,,,,,,전라남도 나주시 빛가람동 196번지 1호,"전라남도 나주시 우정로 56, 리치타워 A동 1층 111호 (빛가람동)",58217,세븐일레븐 나주한전사거리점,2.01912E+13,I,2019/12/25 0:23,,180394.775,169433.3172,58.8,,
15537,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320204810029087500001,20200102,,1,영업/정상,13,영업중,,,,,061-655-4363,,,전라남도 여수시 미평동 756번지 3호,전라남도 여수시 대학로 41-1 (미평동),59628,지에스25 여수전대점,2.02001E+13,I,2020/01/04 0:23,,264193.2463,141845.9226,132.81,,
15599,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320194950018087500011,20191231,,1,영업/정상,13,영업중,,,,,,,,,전라남도 무안군 삼향읍 남악5로72번길 81-21 (골드디움),58568,미니스톱 남악골드점,2.02001E+13,I,2020/01/05 0:23,,152269.2544,145829.3138,,,
15633,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320204810029087500006,20200210,,1,영업/정상,13,영업중,,,,,070-7716-9564,,,전라남도 여수시 학동 93번지 4호,전라남도 여수시 시청동3길 23 (학동),59689,이마트24 R여수학동점,2.02002E+13,I,2020/02/13 0:23,,260826.5583,140155.3,,,
15710,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320204820026087500004,20200207,,1,영업/정상,13,영업중,,,,,061-753-5644,,,전라남도 순천시 주암면 광천리 163번지 4호 훼미리마트,전라남도 순천시 주암면 동주로 2040-1,57910,씨유주암터미널점,2.02002E+13,I,2020/02/09 0:23,,221293.0215,175318.3216,87,,
15721,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320204810029087500009,20200224,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 화장동 877번지 1호,전라남도 여수시 덕양로 176 (화장동),59637,지에스25여수죽림주공점,2.02002E+13,I,2020/02/27 0:23,,258289.53,141952.6821,111,,
15739,안전상비의약품 판매업소,01_01_05_P,4910000,PHMH320204910015087500002,20200210,,1,영업/정상,13,영업중,,,,,,,,전라남도 장흥군 장흥읍 건산리 471번지 7호,전라남도 장흥군 장흥읍 동부로 16,59324,GS건산중앙점,2.02002E+13,I,2020/02/13 0:23,,191655.1813,131383.767,3.3,,
15742,안전상비의약품 판매업소,01_01_05_P,5010000,PHMH320205010026087500001,20200218,,1,영업/정상,13,영업중,,,,,,,,전라남도 신안군 자은면 구영리 398번지 1호,전라남도 신안군 자은면 구영2길 43-1,58829,CU신안자은점,2.02002E+13,I,2020/02/20 0:23,,112647.7745,154344.3851,3.3,,
15765,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320204820026087500007,20200225,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 석현동 52-19,전라남도 순천시 환선로 145-1(석현동),57938,씨유 순천대중앙점,2.02203E+13,U,2022/03/17 2:40,,244377.9186,163397.8464,3.3,,
15884,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320204800026087500003,20200225,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 석현동 816번지 15호,"전라남도 목포시 텃골로13번길 36, 101호 (석현동)",58616,GS25 목포중앙점,2.02002E+13,I,2020/03/01 0:23,,146786.8028,146875.8765,3.3,,
15885,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320204800026087500004,20200228,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 상동 1159번지 1호,전라남도 목포시 평화로 86 (상동),58750,미니스톱 하당평화점,2.02002E+13,I,2020/03/01 0:23,,148153.165,144402.0221,125,,
15889,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320204840022087500004,20200309,,1,영업/정상,13,영업중,,,,,,,,전라남도 광양시 중동 1321번지 3호,"전라남도 광양시 중마중앙로 149, 1층 101호 (중동)",57785,세븐일레븐 광양중마대로점,2.02003E+13,I,2020/03/12 0:23,,263668.9408,160739.6675,,,
15914,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320204820026087500009,20200331,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 조례동 1715번지 6호 미니스톱편의점,"전라남도 순천시 봉화2길 6, 미니스톱편의점 (조례동)",57949,미니스톱순천조례점,2.02003E+13,I,2020/04/02 0:23,,247311.7944,161863.1822,83,,
15991,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320204810029087500008,20200220,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 소라면 죽림리 1117번지 죽림 호반베르디움,"전라남도 여수시 소라면 덕양로 96, 상가동 1층 101.102호 (죽림 호반베르디움)",59655,씨유 여수죽림호반점,2.02002E+13,I,2020/02/23 0:23,,258251.2544,141110.8112,3.3,,
16023,안전상비의약품 판매업소,01_01_05_P,4940000,PHMH320204940017087500003,20200310,,1,영업/정상,13,영업중,,,,,,,,전라남도 영암군 신북면 월평리 127번지 4호,전라남도 영암군 신북면 황금동로 73,58401,세븐일레븐 영암신북점,2.02011E+13,U,2020/11/05 2:40,,171756.0635,154471.0007,127.25,,
16046,안전상비의약품 판매업소,01_01_05_P,4960000,PHMH320204960017087500001,20200316,,1,영업/정상,13,영업중,,,,,,,,전라남도 함평군 손불면 대전리 184번지 3호,전라남도 함평군 손불면 손무로 746,57110,CU편의점 함평손불점,2.02003E+13,I,2020/03/18 0:23,,148180.4158,182738.7614,138.75,,
16065,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320204820026087500003,20200109,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 조례동 1801번지 왕지현대2차아파트,"전라남도 순천시 왕궁길 79, 상가동 1층 101호 (조례동, 왕지현대2차아파트)",57970,씨유 순천왕지현대점,2.02001E+13,I,2020/01/12 0:23,,248551.5602,162261.7884,95,,
16110,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320204840022087500001,20200107,,1,영업/정상,13,영업중,,,,,,,,전라남도 광양시 중동 1552번지 1호,전라남도 광양시 무등길 56 (중동),57779,세븐일레븐광양마동공원점,2.02001E+13,I,2020/01/10 0:23,,263113.2781,161390.5061,,,
16112,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320204820026087500006,20200219,,1,영업/정상,13,영업중,,,,,,,,"전라남도 순천시 장천동 85번지 80호 귀빈노래방, 엔타임pc방",전라남도 순천시 팔마로 21 (장천동),57960,지에스25스카이장천,2.02002E+13,I,2020/02/22 0:23,,244748.6847,160997.4213,132,,
16140,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320204800026087500001,20200219,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 용해동 143번지 121호,전라남도 목포시 이로로9번길 56 (용해동),58703,씨유 목포광신점,2.02002E+13,I,2020/02/22 0:23,,145616.8031,144781.1349,66.86,,
16168,안전상비의약품 판매업소,01_01_05_P,4940000,PHMH320204940017087500001,20200218,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 영암군 삼호읍 삼호중앙로 214, 상가동 102호 (용앙휴먼시아)",58458,GS25 삼호LH,2.02002E+13,I,2020/02/22 0:23,,151748.9063,138574.3055,3.3,,
16192,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320204820026087500002,20200108,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 왕지동 891번지 순천두산위브1단지아파트,"전라남도 순천시 왕지3길 55, 114동 109호 (왕지동, 순천두산위브1단지아파트)",57930,씨유순천왕지앤탑점,2.02001E+13,I,2020/01/10 0:23,,247820.4881,164190.3876,70,,
16200,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320204820026087500005,20200217,,1,영업/정상,13,영업중,,,,,061-753-8790,,,전라남도 순천시 매곡동 400번지 1호 상가,"전라남도 순천시 매산큰길 97, 상가 (매곡동)",57940,지에스(GS)25순천대후문점,2.02002E+13,I,2020/02/19 0:23,,243796.5063,163094.9409,59.4,,
16262,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320204810029087500012,20200320,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 율촌면 신풍리 1020번지,전라남도 여수시 율촌면 여순로 407,59605,세븐일레븐 여수공항로점,2.02003E+13,U,2020/03/26 2:40,,255857.3294,149298.1151,3,,
16263,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320204810029087500013,20200320,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 학동 108번지 14호 부영어린이집,"전라남도 여수시 시청서2길 21, 1층 (학동)",59674,세븐일레븐 여수학동부영점,2.02003E+13,I,2020/03/24 0:23,,260145.6051,140393.5597,3,,
16314,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320204810029087500005,20200204,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 둔덕동 520번지 1호,전라남도 여수시 둔덕1길 3 (둔덕동),59696,지에스25 여수둔덕 중앙점,2.02002E+13,I,2020/02/07 0:23,,264244.8336,141047.0033,66,,
16321,안전상비의약품 판매업소,01_01_05_P,4940000,PHMH320204940017087500004,20200325,,1,영업/정상,13,영업중,,,,,,,,,전라남도 영암군 삼호읍 세가래2길 27,58458,세븐일레븐 영암 아르미안점,2.02003E+13,I,2020/03/29 0:23,,,,132,,
16323,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320204810029087500004,20200131,,1,영업/정상,13,영업중,,,,,061-651-5031,,,전라남도 여수시 여서동 226번지 3호,전라남도 여수시 여서1로 78 (여서동),59712,GS25 여수GS점,2.02002E+13,U,2020/02/07 2:40,,264551.76,139650.2189,150.93,,
16362,안전상비의약품 판매업소,01_01_05_P,4890000,PHMH320204890020087500001,20200213,,1,영업/정상,13,영업중,,,,,,,,전라남도 보성군 조성면 조성리 899번지 4호,전라남도 보성군 조성면 조성로 97,59440,씨유 보성조성점,2.02002E+13,I,2020/02/15 0:23,,222386.4832,145444.6867,3.3,,
16380,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320204810029087500015,20200325,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 여서동 489번지 1호 현대건설아파트,"전라남도 여수시 여서로 146-2, 현대건설아파트 상가동 112,113호 (여서동)",59705,씨유 여수여서현대점,2.02003E+13,I,2020/03/27 0:23,,263796.3475,139015.5629,,,
16385,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320204840022087500006,20200325,,1,영업/정상,13,영업중,,,,,,,,전라남도 광양시 중동 1345번지 10호,"전라남도 광양시 오류로 70, 1층 (중동)",57777,미니스톱 중마센터점,2.02003E+13,I,2020/03/28 0:23,,263444.9675,160892.8695,,,
16422,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320204800026087500005,20200324,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 용당동 964번지 81호,"전라남도 목포시 산정로186번길 3-2, 1층 (용당동)",58649,씨유목포용당점,2.02003E+13,I,2020/03/27 0:23,,144239.129,145343.5078,3.3,,
16432,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320204900013087500001,20200317,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 화순군 화순읍 만연로 28, 1층",58125,씨유 화순성심점,2.0211E+13,U,2021/10/27 2:40,,199047.3013,173237.1464,93.41,,
16492,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320204930013087500001,20200227,,1,영업/정상,13,영업중,,,,,,,,전라남도 해남군 송지면 산정리 722번지 7호 정다방,"전라남도 해남군 송지면 산정1길 111, 정다방",59063,미니스톱 해남송지점,2.02002E+13,I,2020/02/29 0:23,,155685.4452,96876.66129,114,,
16504,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320204840022087500003,20200302,,1,영업/정상,13,영업중,,,,,,,,전라남도 광양시 중동 1354번지 중마부영2차아파트,"전라남도 광양시 행정1길 9, 상가동 101호 102호호 (중동, 중마부영2차아파트)",57784,씨유광양중마부영점,2.02003E+13,I,2020/03/04 0:23,,263340.5431,160734.0607,,,
