fid,field_1,Unnamed: 0,약국명_y,주소_y,전화번호,좌표정보(X),좌표정보(Y),월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영,시도명,시군구명,읍면명,회관명,소재지,Latitude,Longitude,규모(제곱미터),데이터기준일자,마을회관명,소재지도로명주소,회원수,대표자,대지면적,건축면적,경로당명,주소,연락처,연번,명칭,관장,시설소재지,시설설치일,위탁 또는 운영단체,보건소명,일반전화,팩스,우편번호,도로명주소,위치,시군명,기관장,기관명,소재지 (도로명 주소),진료과목,진료시간,비고,layer,path,ringId,distance,NUMPOINTS
"1244",,,,,,,,,,,,,,,,,,,,,35.0519978,126.5523936,,,,,,,,,신평,전라남도 함평군 학교면 학교신평길 23-1,061-323-6171,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,12
"1245",,,,,,,,,,,,,,,,,,,,,35.0042302,126.5087545,,,,,,,,,성산,전라남도 함평군 엄다면 성산길 18-7,061-322-9220,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1246",,,,,,,,,,,,,,,,,,,,,35.0096069,126.5171483,,,,,,,,,번동,전라남도 함평군 엄다면 엄다길 66,061-323-5460,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1247",,,,,,,,,,,,,,,,,,,,,35.010237,126.516495,,,,,,,,,엄다,전라남도 함평군 엄다면 엄다길 59-5,061-322-7318,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1248",,,,,,,,,,,,,,,,,,,,,35.0037696,126.5205433,,,,,,,,,불암,전라남도 함평군 엄다면  불암길 35,061-323-6056,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1249",,,,,,,,,,,,,,,,,,,,,35.0011805,126.513645,,,,,,,,,제동,전라남도 함평군 엄다면  제동길 14,061-323-2343,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,12
"1250",,,,,,,,,,,,,,,,,,,,,35.0046679,126.5151977,,,,,,,,,정동,전라남도 함평군 엄다면 정동길 34-1,061-323-3618,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1251",,,,,,,,,,,,,,,,,,,,,35.0105838,126.5131626,,,,,,,,,신양동,전라남도 함평군 엄다면 엄다길 24-3,061-322-2909,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1252",,,,,,,,,,,,,,,,,,,,,35.0200489,126.5035543,,,,,,,,,노상,전라남도 함평군 엄다면 노상길 19,061-323-7662,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,4
"1253",,,,,,,,,,,,,,,,,,,,,35.0172227,126.5151088,,,,,,,,,해정,전라남도 함평군 엄다면 해정길 2,061-322-7140,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1254",,,,,,,,,,,,,,,,,,,,,35.011073,126.5046271,,,,,,,,,송촌,전라남도 함평군 엄다면 송촌길 33-2,061-322-3349,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,16
"1255",,,,,,,,,,,,,,,,,,,,,35.0160368,126.509982,,,,,,,,,담안,전라남도 함평군 엄다면 담안길 38,061-324-7427,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1256",,,,,,,,,,,,,,,,,,,,,35.0117604,126.5095107,,,,,,,,,베다니,전라남도 함평군 엄다면 신송길 13-32,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1257",,,,,,,,,,,,,,,,,,,,,35.0262582,126.4930512,,,,,,,,,화계,전라남도 함평군 엄다면 신송길 243-17,061-323-2033,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,2
"1258",,,,,,,,,,,,,,,,,,,,,35.0286611,126.4932625,,,,,,,,,장동,전라남도 함평군 엄다면 신송길 271-1,061-322-0898,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,2
"1259",,,,,,,,,,,,,,,,,,,,,35.0252154,126.4895783,,,,,,,,,우평,전라남도 함평군 엄다면 신송길 231-177,061-322-3696,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,2
"1260",,,,,,,,,,,,,,,,,,,,,34.9977913,126.5045402,,,,,,,,,삼원,전라남도 함평군 엄다면 원삼정길 88-10,061-323-7678,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1261",,,,,,,,,,,,,,,,,,,,,34.9975391,126.4981281,,,,,,,,,송정,전라남도 함평군 엄다면 삼정길 76,061-322-7066,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1262",,,,,,,,,,,,,,,,,,,,,34.9974448,126.4991036,,,,,,,,,삼정,전라남도 함평군 엄다면 삼정길 85,061-322-7730,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1263",,,,,,,,,,,,,,,,,,,,,34.9889431,126.5271374,,,,,,,,,영천,전라남도 함평군 엄다면 영흥길 78-25,061-323-6886,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,5
"1264",,,,,,,,,,,,,,,,,,,,,34.9803214,126.5311369,,,,,,,,,흥용동,전라남도 함평군 엄다면 영흥길 199-3,061-324-5566,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,3
"1265",,,,,,,,,,,,,,,,,,,,,34.9844897,126.5220347,,,,,,,,,영흥,전라남도 함평군 엄다면 곤재로 898-3,061-324-5560,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,5
"1266",,,,,,,,,,,,,,,,,,,,,35.0229288,126.524237,,,,,,,,,학야1리,전라남도 함평군 엄다면 학야길 51,061-323-4988,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1267",,,,,,,,,,,,,,,,,,,,,35.0176932,126.5268675,,,,,,,,,토교,전라남도 함평군 엄다면 영산로 3408-18,061-322-3141,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1268",,,,,,,,,,,,,,,,,,,,,35.0274572,126.5248339,,,,,,,,,대천,전라남도 함평군 엄다면 학야길 113,061-322-5526,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"1269",,,,,,,,,,,,,,,,,,,,,35.0266847,126.5100758,,,,,,,,,성암,전라남도 함평군 엄다면 성암길 37,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,4
"1270",,,,,,,,,,,,,,,,,,,,,35.0338859,126.5134015,,,,,,,,,와촌,전라남도 함평군 엄다면 곤재로 291,,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,9
"1271",,,,,,,,,,,,,,,,,,,,,35.0420116,126.5147316,,,,,,,,,화양,전라남도 함평군 엄다면 화양길 68,061-322-7209,,,,,,,,,,,,,,,,,,,,경로당_함평,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%ED%95%A8%ED%8F%89%EA%B5%B0_%EA%B2%BD%EB%A1%9C%EB%8B%B9%ED%98%84%ED%99%A9_20220617.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,12
