,약국명_y,주소_y,전화번호,좌표정보(X),좌표정보(Y),월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영
811,하하약국,"전라남도 순천시 해룡면 향매로 135, 금화빌딩 101호",061-725-1412,,,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~13:30,-,-
812,한가족약국,전라남도 여수시 여서1로 78,061-652-5275,127.7058527,34.7533384,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~12:30,-,-
813,한겨레약국,전라남도 보성군 회천면 남부관광로 2349 (회천면),061-852-5678,,,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~12:00,-,-
814,한겨레약국,전라남도 강진군 강진읍 연지길 19 (강진읍),061-434-0568,126.768961,34.6409325,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~11:00,-,-
815,한결약국,"전라남도 여수시 문수로 96, (문수동)",061-655-0055,127.7054649,34.7547052,09:00~18:00,09:00~19:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
816,한독약국,"전라남도 목포시 백년대로 327, 목포복음내과 (상동)",061-287-8700,126.4230815,34.8054792,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~14:00,-,08:00~12:30
817,한마음약국,"전라남도 순천시 장선배기1길 9-4, 1층 (조례동)",061-725-1616,127.5220579,34.9536033,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,09:00~13:00
818,한마음약국,전라남도 목포시 백년대로 331-1 (상동),061-2841-820,,,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~18:30,09:00~18:30,09:00~18:30
819,한마음약국,전라남도 보성군 벌교읍 남하로 8,061-858-5666,127.3446305,34.8343547,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,-,-
820,한미약국,"전라남도 목포시 백년대로307번길 7, (상동)",061-281-2274,126.4206117,34.8049284,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,-,08:30~13:00
821,한별약국,"전라남도 목포시 청호로 206, 1층 101호 (산정동, 신안비치팔레스)",061-272-7002,126.3710974,34.8084821,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
822,한빛약국,"전라남도 목포시 영산로 343-1, (용당동)",061-279-7963,,,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,08:30~13:00,-,-
823,한사랑약국,"전라남도 목포시 백년대로 391, 1층 (옥암동)",061-802-2100,126.4289425,34.8082908,08:30~19:30,08:30~20:00,08:30~19:30,08:30~19:30,08:30~19:30,08:30~15:00,09:00~12:00,09:00~12:00
824,한사랑약국,전라남도 강진군 강진읍 중앙로 95,061-434-1051,126.7674789,34.6386852,07:00~18:30,07:00~18:30,07:00~18:30,07:00~18:30,07:00~18:30,07:00~16:00,-,-
825,한샘약국,"전라남도 광양시 중마중앙로 43, (중동)",061-791-9906,127.6977487,34.9352583,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-
826,한솔약국,전라남도 영광군 영광읍 중앙로3길 5-22 (영광읍),061-353-1600,126.5123303,35.2751235,10:00~16:00,10:00~16:00,10:00~16:00,10:00~16:00,10:00~16:00,10:00~12:00,-,-
827,한솔약국,전라남도 나주시 남평읍 남평1로 55,061-331-7889,126.8434039,35.047753,08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~13:00,-,-
828,한솔약국,전라남도 강진군 마량면 마량7길 14-2,061-434-0233,126.8174772,34.451102,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,08:30~13:00,-,-
829,한솔온누리약국,"전라남도 영암군 삼호읍 신항로 63-12,",061-462-6337,126.3797375,34.7452346,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,08:30~13:00,-,-
830,한우리약국,"전라남도 광양시 중마중앙로 142, (중동)",061-793-7714,127.6983462,34.9429098,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~16:00,-,-
831,한일약국,"전라남도 목포시 호남로 73, (호남동)",061-244-2244,126.3865237,34.7941709,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~16:00,-,-
832,한일약국,"전라남도 여수시 신월로 805, (서교동)",061-643-5115,127.7265971,34.740064,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~18:00,-,-
833,한재약국,"전라남도 담양군 대전면 추성1로 190,",061-383-2896,126.8871368,35.2762945,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,-,-
834,함평약국,전라남도 함평군 함평읍 광남길 71 102호 (광주은행(함평지점)),061-322-1310,126.5196516,35.0638681,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,08:00~12:30,-,-
835,해남약국,"전라남도 해남군 해남읍 남부순환로 152, 1층",061-535-4961,126.594776,34.566112,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~15:00,-,-
836,해남온누리약국,"전라남도 해남군 해남읍 중앙1로 2-14, 103호 (해남읍)",061-535-7506,126.607585,34.5718093,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~14:00,-,-
837,해남종로약국,"전라남도 해남군 해남읍 중앙2로 94,",061-535-2420,126.5965952,34.5682256,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~12:30,-,-
838,해맑은약국,"전라남도 순천시 이수로 321, 1층 (조례동)",061-726-8878,127.5190029,34.9540717,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,-,-,-
839,해변약국,"전라남도 여수시 웅천로 124, 102호 (웅천동)",061-682-8805,,,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~14:00,-,-
840,해오름약국,"전라남도 해남군 해남읍 남부순환로 5, 정하메디컬센터 1층 101호",061-537-2500,126.6073157,34.5705941,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~13:00,09:00~17:00,-
841,햇빛약국,전라남도 목포시 북항로 54-10 (죽교동),061-245-2323,126.3784114,34.7991469,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,-,-
842,햇살약국,"전라남도 나주시 빛가람로 676, 104호 (빛가람동, 씨티원빌딩)",061-334-2755,126.7855661,35.020834,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,09:00~13:00,-,09:00~13:00
843,행림당약국,"전라남도 순천시 중앙로 166, (매곡동)",061-753-8553,127.4847229,34.960412,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,-
844,행림당한약국,전라남도 여수시 동문로 107 (공화동),061-663-3050,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
845,행복온누리약국,전라남도 여수시 쌍봉로 36 (학동),061-685-0559,127.6598879,34.7662712,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
846,행복주는약국,"전라남도 순천시 중앙로 67, (저전동)",061-746-8282,127.4835143,34.9516326,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,09:00~12:00
847,행복한약국,"전라남도 여수시 덕양로 164, (화장동)",061-685-7585,127.638027,34.7735874,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:30~15:00,-,-
848,행복한약국,전라남도 목포시 백년대로 325,061-285-0259,126.422867,34.8053468,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~18:00,-,-
849,행복한약국,"전라남도 나주시 노안면 금산로 23-1,",061-336-3364,126.7303766,35.0764427,08:20~18:00,08:20~18:00,08:20~18:00,08:20~18:00,08:20~18:00,08:20~13:00,-,-
850,행복한온누리약국,전라남도 순천시 조례못등길 23 (조례동),061-725-1050,127.5271059,34.9536407,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-
851,행복한온누리약국,전라남도 고흥군 동강면 동강중촌길 22-14,061-835-7090,127.3327978,34.7794769,08:00~12:30,08:00~12:30,08:00~12:30,08:00~12:30,08:00~12:30,08:00~12:30,-,-
852,향신약국,전라남도 나주시 남평읍 남평2로 48 (남평읍),061-331-2066,126.8423581,35.0464407,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:00~18:00,-,-
853,혁신약국,"전라남도 나주시 빛가람로 747, 빛가람메디칼빌딩 109호 (빛가람동)",061-336-7559,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
854,현대약국,전라남도 무안군 무안읍 몽탄로 67 현대약국,061-453-7513,126.4890622,34.9914403,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,-,-,-
855,현대약국,"전라남도 화순군 화순읍 대교로 85-1,",061-374-5522,126.9921304,35.0602543,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-
856,현대약국,전라남도 보성군 벌교읍 채동선로 247,061-858-1796,127.3441794,34.8440557,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~12:00,-,-
857,현대약국,전라남도 해남군 황산면 시등로 98,061-535-0800,126.4335468,34.576163,07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,07:00~13:00,-,-
858,현대약국,"전라남도 구례군 구례읍 봉성로 110-1,",061-783-2711,127.464751,35.2121165,09:00~12:00,09:00~12:00,09:00~12:00,09:00~12:00,09:00~12:00,08:30~13:00,-,-
859,현대약국,전라남도 강진군 강진읍 탐진로 7 (),061-433-3112,126.75861,34.6361542,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,-,-,-
860,현대온누리약국,"전라남도 순천시 장선배기1길 4, (조례동)",061-725-0500,127.5226678,34.9530489,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,09:00~13:00,09:00~13:00
861,현약국,"전라남도 여수시 새터로 104, (신기동)",061-681-7274,127.6772989,34.7639807,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~16:00,08:30~13:00,-
862,혜민약국,전라남도 목포시 영산로 247-1,061-279-5639,126.3934838,34.8032705,08:00~19:20,08:00~19:20,08:00~19:20,08:00~19:20,08:00~19:20,08:00~16:00,-,-
863,호남약국,"전라남도 여수시 좌수영로 3, 1층 (서교동)",061-642-3105,127.727603,34.7412766,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,14:30~17:00,-
864,호남약국,"전라남도 순천시 중앙로 58, (장천동)",061-741-3304,127.4842667,34.9508957,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~17:00,-,-
865,호남약국,전라남도 광양시 광양읍 신재로 75 (광양읍),061-762-8844,127.5884905,34.9781001,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,10:00~18:00,-
866,호남약국,전라남도 목포시 영산로 95-2 (명륜동),061-279-5111,126.3856355,34.7911856,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~17:00,10:00~17:00,09:00~17:00
867,호남약국,전라남도 장흥군 중앙로1길 12 (장흥읍),061-863-3334,126.9101119,34.6775552,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
868,호남약국,전라남도 고흥군 과역면 고흥로 2972-1,061-833-5555,127.3616428,34.6781489,08:00~12:00,08:00~12:00,08:00~12:00,08:00~12:00,08:00~12:00,08:00~12:00,-,-
869,호남약국,전라남도 진도군 진도읍 옥주길 16-1 호남약국,061-544-2159,126.2638318,34.4838138,08:00~21:00,08:00~21:00,08:00~22:00,08:00~21:00,08:00~21:00,08:00~16:00,-,-
870,호산나약국,"전라남도 영광군 염산면 천년로 19-5,",061-352-9767,126.3738997,35.2179786,09:00~12:00,09:00~12:00,09:00~12:00,09:00~12:00,09:00~12:00,08:00~13:00,-,-
871,호산나약국,전라남도 해남군 해남읍 중앙2로 75 75,061-534-9696,126.5974267,34.5684901,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,09:00~13:00
872,호수약국,"전라남도 순천시 백강로 367, 1층 (조례동)",061-902-8575,,,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:30,-,-
873,화순조은약국,전라남도 화순군 화순읍 충의로 107,061-374-6635,126.9894842,35.0558443,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:30,-,-
874,화순종로약국,"전라남도 화순군 화순읍 자치샘로 42-2,",061-372-0178,126.9855598,35.0614514,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,-,09:00~13:00
875,화신약국,전라남도 고흥군 고흥읍 여산당촌길 19,061-832-2229,127.2810466,34.6073934,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,-,-,-
876,화신약국,전라남도 목포시 북교길 35 (북교동),061-243-3305,126.3791403,34.794352,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
877,화신약국,"전라남도 여수시 여문2로 73, 코아빌딩 1-7호 (문수동)",061-654-1155,127.6929933,34.754664,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
878,화원약국,전라남도 해남군 화원면 청용1길 6 (화원면),061-535-1268,126.3292018,34.6689094,07:40~18:00,07:40~18:00,07:40~18:00,07:40~18:00,07:40~18:00,07:40~15:00,-,-
879,횃불약국,전라남도 해남군 문내면 동영길 29-4 횃불약국,061-535-9245,126.3114252,34.5975493,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~13:00,-,-
880,효성온누리약국,전라남도 순천시 우명길 41 (연향동),061-745-0082,127.5128471,34.9477084,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
881,효성온누리약국,전라남도 보성군 벌교읍 홍암로 6,061-858-2535,,,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,07:00~13:00,-,-
882,휴베이스 최약국,"전라남도 목포시 삼학로16번길 6, 1층 (상락동2가)",061-272-0058,126.3748653,34.804744,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~13:00,-,-
883,휴베이스한빛약국,"전라남도 나주시 정보화길 52, 1층 102호 (빛가람동)",061-332-9930,,,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
884,흥일약국,"전라남도 완도군 완도읍 청해진남로 15, 1층",061-552-2244,,,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~13:00,-,-
885,희망약국,전라남도 화순군 화순읍 서양로 334,061-372-1199,127.0007493,35.061468,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,-,-,-
886,희망약국,"전라남도 나주시 상야2길 22, 선도타워 1층 104호 (빛가람동)",061-332-1119,126.78791,35.0215741,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
887,희망약국,"전라남도 여수시 구봉산길 2, (국동)",061-642-5557,127.719558,34.7344102,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~14:00,-,-
888,희망약국,전라남도 보성군 복내면 송재로 1834,061-852-2432,127.1328767,34.8931592,08:30~12:30,08:30~12:30,08:30~12:30,08:30~12:30,08:30~12:30,08:30~13:00,-,-
889,힘찬약국,"전라남도 순천시 용당삼산로 11, 1층 (용당동)",061-755-1208,,,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~13:00,-,-
