,NO,약국명,대표전화,주소,월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영,lat,lng
2626,2627,중앙메디칼약국,02-975-6511,서울특별시 노원구 공릉로46길 19 (공릉동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,37.6279055006749,127.080130818232
2627,2628,중문약국,02-795-5656,"서울특별시 동작구 흑석로 106-9, 2층 (흑석동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:30,-,-,37.5077317312049,126.961564452046
2628,2629,중량약국,02-2245-2636,서울특별시 동대문구 망우로 131 (휘경동),08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,-,08:30~18:00,-,37.5918475685303,127.067427768295
2629,2630,중경당약국,02-2246-1220,"서울특별시 동대문구 장한로 58, 1층 (장안동)",09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,-,37.5661158049293,127.068071480245
2630,2631,미솔약국,02-841-8577,서울특별시 영등포구 신길로 149,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~15:00,-,-,37.5056059525097,126.910439338711
2631,2632,준약국,02-764-4835,서울특별시 성북구 성북로5길 2 (성북동1가),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:30,-,-,37.5892607009641,127.004783963161
2632,2633,주온누리약국,02-473-8842,"서울특별시 강동구 양재대로 1550, 1층 (길동,은호빌딩)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~16:30,-,-,37.5438941945689,127.142566201861
2633,2634,미르약국,02-486-7517,"서울특별시 송파구 토성로 65, 2층 202-2호 (풍납동, 태양상가 202-2호)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~15:00,-,-,37.5289079557842,127.117345632021
2634,2635,주약국,02-2662-0431,"서울특별시 강서구 공항대로 23, (공항동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,-,-,37.5617298228695,126.80981824952
2635,2636,미래팜약국,02-862-6688,서울특별시 금천구 독산로 290,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-,37.4726211867774,126.903395780982
2636,2637,좋은하루온누리약국,02-6952-5777,"서울특별시 양천구 목동동로 309, 행복한세상 킴스클럽 지하1층 (목동)",10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,37.5291435349019,126.876008647904
2637,2638,미래팜약국,02-932-9595,서울특별시 노원구 노해로 492 프린스빌딩,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~17:00,-,-,37.6544548276974,127.062677840248
2638,2639,좋은약국,02-942-7588,"서울특별시 성북구 장월로1길 23, 1층 (상월곡동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,-,37.6072015112811,127.046349513752
2639,2640,종로프라자약국,02-907-4266,"서울특별시 도봉구 노해로65길 14-3, 1층 (창동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,37.6520703696514,127.046767773309
2640,2641,종로태평양약국,02-979-0426,서울특별시 중랑구 동일로 917 (묵동),09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~19:00,-,37.6122110515184,127.07710614852
2641,2642,종로우리약국,02-2275-4700,"서울특별시 종로구 종로 202, 1층 (종로4가)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,37.570694287059,127.000058296159
2642,2643,신보명약국,02-2244-1437,서울특별시 동대문구 천호대로79길 66 (장안동),08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~19:30,10:00~19:00,10:00~19:00,37.5650430235262,127.064479053461
2643,2644,미래약국,02-537-1878,"서울특별시 서초구 고무래로 90-7, 서초쇼핑 (서초동)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~17:00,-,-,37.4999223644377,127.01745084134
2644,2645,미래약국,02-496-3737,"서울특별시 중랑구 겸재로 113, (면목동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.586913394632,127.080349527508
2645,2646,미그린약국,02-6713-9959,"서울특별시 양천구 신월로 341, 4층 (신정동)",09:30~19:00,09:30~19:00,09:30~20:00,09:30~19:00,09:30~19:00,09:00~14:00,-,-,37.522014544701,126.858836193806
2646,2647,문정약국,02-402-1424,"서울특별시 송파구 동남로4길 25, 금천빌딩 (문정동)",09:30~21:00,09:30~21:00,09:30~21:00,09:30~21:00,09:30~21:00,09:30~18:00,-,-,37.4879401092234,127.124979418354
2647,2648,문약국,02-793-2296,서울특별시 용산구 독서당로 67,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~21:00,-,-,37.5338383170395,127.008147487881
2648,2649,무지개온누리약국,02-909-0889,"서울특별시 노원구 화랑로 325, (월계동)",08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~18:00,-,-,37.6149530035255,127.064043360012
2649,2650,목동세계로약국,02-2644-4680,서울특별시 양천구 목동동로12길 45,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,37.5225865099354,126.876366110642
2650,2651,목동벧엘약국,02-2643-7676,서울특별시 양천구 목동동로 430 (목동),08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~13:00,-,-,37.5352056837361,126.884393234385
2651,2652,모범약국,02-415-9273,"서울특별시 송파구 백제고분로 258, 삼전원빌딩 (삼전동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.5022974107432,127.095045001731
2652,2653,명심약국,02-575-5867,서울특별시 강남구 개포로 207 (개포동),08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,-,-,37.4785712674263,127.045298449448
2653,2654,명신약국,02-807-8767,서울특별시 금천구 탑골로 18,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~22:00,-,-,37.451762928925,126.91118031957
2654,2655,명수약국,02-854-6846,서울특별시 금천구 시흥대로138길 13,11:00~22:00,11:00~22:00,11:00~22:00,11:00~22:00,11:00~22:00,-,-,-,37.4729246808034,126.899334678508
2655,2656,명소약국,02-965-0237,"서울특별시 성북구 돌곶이로 28, 1층 (석관동)",08:40~21:00,08:40~21:00,08:40~21:00,08:40~21:00,08:40~21:00,08:40~20:30,-,-,37.6070572911618,127.06112749865
2656,2657,으뜸약국,02-953-3368,"서울특별시 동대문구 왕산로 52, 102동 104호 (용두동, 신설동역대우아이빌)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,37.5771885830465,127.029470644625
2657,2658,명산약국,02-908-8122,서울특별시 도봉구 노해로 384 2층 203-1호,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,37.6519427474015,127.051002787716
2658,2659,명보약국,02-803-2384,"서울특별시 금천구 시흥대로 92, (시흥동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,-,-,37.4422755469622,126.904064118769
2659,2660,멜론약국,02-942-2712,서울특별시 성북구 보국문로 53 (정릉동),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~17:00,-,-,37.6092686301695,127.009513521594
2660,2661,메타팜약국,02-566-2268,"서울특별시 강남구 남부순환로 2941, 101호 (대치동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,-,-,-,37.4942633335042,127.061934331534
2661,2662,메디팜한마음약국,02-988-0247,서울특별시 강북구 오현로32길 3 (번동),09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~18:30,-,-,37.6287055656715,127.039695514596
2662,2663,메디팜일진약국,02-2245-3665,서울특별시 성동구 용답중앙길 80-1,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,09:00~18:00,-,37.5626659889999,127.054127662256
2663,2664,메디팜은강약국,02-593-3245,서울특별시 서초구 잠원로14길 29 (잠원동),09:30~22:00,09:30~22:00,09:30~22:00,09:30~22:00,09:30~22:00,09:30~22:00,-,-,37.5178537190552,127.015449233382
2664,2665,메디팜우주약국,02-425-2777,"서울특별시 송파구 올림픽로35길 10, B동 212-1호 (신천동, 파크리오)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~15:00,-,-,37.5203140390086,127.113265047998
2665,2666,메디팜엔비약국,02-811-7723,"서울특별시 동작구 노량진로 152, . 1층 (노량진동)",08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,13:00~22:00,08:30~22:30,37.5134455696712,126.94273087355
2666,2667,메디팜미소약국,02-989-9917,서울특별시 강북구 도봉로 34,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,37.6120685327599,127.03072164571
2667,2668,메디팜미래로약국,02-713-8716,"서울특별시 용산구 청파로47길 40, (청파동2가)",08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,10:00~22:00,-,37.5448184271047,126.968268886036
2668,2669,메디팜대야약국,02-2608-9074,"서울특별시 강서구 강서로 56, (화곡동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~19:00,09:00~19:00,-,37.5327749968198,126.846398118766
2669,2670,메디팜대안약국,02-803-8452,서울특별시 금천구 시흥대로 352,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~21:30,-,37.4648266342352,126.897929188646
2670,2671,메디컬수약국,02-825-2911,"서울특별시 동작구 서달로 150, 207호, 208호 (흑석동, 해가든상가)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-,37.5066265781961,126.962183786625
2671,2672,메디칼팜약국,02-909-0508,"서울특별시 성북구 오패산로 49, 3층 (하월곡동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,37.6063959895976,127.036436084577
2672,2673,메디칼우리약국,02-971-6040,"서울특별시 노원구 동일로 1044, 1층 (공릉동)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,-,-,-,37.6233663373204,127.074051281843
2673,2674,메디칼약국,02-739-0399,"서울특별시 종로구 경교장길 35, 3136호 (평동, 경희궁자이 3단지)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-,37.5688537151032,126.965114852628
2674,2675,메디칼2층약국,02-992-2313,서울특별시 도봉구 도봉로 484,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~17:00,-,-,37.648618526592,127.035069277803
2675,2676,메디슨약국,070-4256-9231,"서울특별시 도봉구 해등로 255, 101동 102호 (쌍문동, 신원상가에벤에셀)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-,37.6573748589473,127.028191786525
2676,2677,맨하탄길약국,02-785-3132,"서울특별시 영등포구 국제금융로6길 33, 1층 127호 (여의도동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~20:00,-,-,-,37.5207908297398,126.926911965929
2677,2678,매일여는온누리약국,02-3432-0365,"서울특별시 송파구 백제고분로 187, 1층 103,104호 (잠실동, 파크인수)",09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,37.5047452963849,127.087781639261
2678,2679,매일여는약국,02-2061-3650,서울특별시 양천구 목동동로 233-1 (목동),09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,37.5274862615567,126.871566699077
2679,2680,매일여는약국,02-2132-8365,"서울특별시 마포구 월드컵북로 396, 누리꿈스퀘어 B1094호 (상암동)",09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,37.5794283422818,126.889782954548
2680,2681,맑은약국,02-389-0875,"서울특별시 은평구 진관2로 57-7, 253동 104호 (진관동, 은평뉴타운우물골)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,09:00~13:00,-,37.6343737542102,126.92323609983
2681,2682,만약국,02-2039-7862,"서울특별시 강남구 도산대로53길 13, 1층 (신사동)",09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~13:30,-,-,37.5240539166566,127.038269366655
2682,2683,만남온누리약국,02-904-8275,서울특별시 강북구 삼양로 675 (우이동),11:00~21:00,11:00~21:00,11:00~21:00,11:00~21:00,11:00~21:00,11:00~21:00,11:00~21:00,-,37.6629754742954,127.012309467203
2683,2684,리센츠약국,02-421-3610,"서울특별시 송파구 올림픽로 145, 리센츠 3층 3A36호 (잠실동)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~15:00,-,-,37.5119804600106,127.087041904838
2684,2685,도원약국,02-715-3095,"서울특별시 마포구 마포대로 52, 고려아카데미텔Ⅱ 1층 105호 (도화동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,37.5403382601404,126.947662908645
2685,2686,대학약국,02-815-6842,서울특별시 동작구 흑석로 106 (흑석동),09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~15:00,-,-,37.5079989051173,126.961367857443
2686,2687,단골약국,02-821-3157,서울특별시 동작구 보라매로 61-1 (신대방동),09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~13:00,09:00~13:00,-,37.4949760048804,126.927125524859
2687,2688,누가약국,02-945-6132,서울특별시 강북구 솔샘로 254 (미아동),09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~19:00,-,-,37.6193297017502,127.020743950051
2688,2689,논현사랑약국,02-549-1820,"서울특별시 강남구 학동로 313, 1층 일부호 (논현동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,37.5162618583468,127.037439201501
2689,2690,나약국,02-918-1002,"서울특별시 성북구 장위로15길 1, 1층 (장위동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~19:00,-,-,37.614366533609,127.041261561505
2690,2691,기쁨주는약국,02-6181-3933,"서울특별시 강남구 광평로 281, 2층(수서동,수서빌딩)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,37.4881167693611,127.103068802127
2691,2692,기림약국,02-373-9725,"서울특별시 은평구 응암로22길 8, (응암동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,-,-,37.5935831586379,126.918845475902
2692,2693,구일중앙약국,02-866-9155,"서울특별시 구로구 구일로 110, 305호 (구로동, 해원리버파크)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,09:00~14:00,-,-,37.4950748401596,126.87200783297
2693,2694,구룡약국,02-2648-1460,"서울특별시 양천구 목동서로 340, 상가비동 129호 (신정동, 목동신시가지아파트9단지)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,09:30~13:30,09:30~13:30,37.5194246797911,126.864038205091
2694,2695,골드로즈약국,02-567-3609,서울특별시 강남구 선릉로86길 31,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,-,-,37.5041662879426,127.052043567109
2695,2696,고전약국,02-988-7851,서울특별시 강북구 도봉로 167,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,37.6236405990841,127.02683920562
2696,2697,경신당약국,02-964-6044,"서울특별시 동대문구 약령서1길 30-2, 1층 (제기동)",09:30~17:30,09:30~17:30,09:30~17:30,09:30~17:30,09:30~17:30,-,-,-,37.5798267983213,127.036511323928
2697,2698,건강한약국,02-866-1191,서울특별시 금천구 남부순환로 1384,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,-,-,37.479696438572,126.904485719693
2698,2699,거평원온누리약국,02-544-4567,"서울특별시 강남구 봉은사로 129, 지하1층 (논현동, 거평타운)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-,37.5059164529797,127.028313428889
2699,2700,갤러리약국,02-6227-5578,서울특별시 강남구 학동로20길 55 106호,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,-,-,37.5100786367461,127.027198203947
2700,2701,강동소망약국,02-487-6464,"서울특별시 강동구 천호대로 1111, 1층 (길동, 정우빌딩)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~15:00,-,-,37.5353823022529,127.135107906125
2701,2702,강남씨티약국,02-553-1608,"서울특별시 강남구 강남대로 416, 1층 (역삼동, 창림빌딩)",08:30~21:30,08:30~21:30,08:30~21:30,08:30~21:30,08:30~21:30,08:30~21:30,10:00~20:30,10:00~20:30,37.4997988058128,127.027157607819
2702,2703,가야온누리약국,02-997-4540,"서울특별시 도봉구 노해로65길 17-9, 102,103호 (창동,삼원프라자)",08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-,,
2703,2704,튼튼약국,02-456-1139,"서울특별시 광진구 뚝섬로 590, 아주빌딩 1층 (자양동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~14:30,-,-,37.5331352364244,127.075301209905
2704,2705,한국구일온누리약국,02-792-9290,"서울특별시 용산구 이촌로 300, 렉스상가 2-2,3-1호 (이촌동)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~18:00,10:00~20:00,10:00~20:00,37.5178439903271,126.980323377172
2705,2706,서보약국,02-812-5399,서울특별시 동작구 서달로8길 4 (흑석동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,37.5061430958665,126.961339521162
2706,2707,사계약국,02-595-3137,"서울특별시 동작구 동작대로29길 36, 1층 101호,102호 (사당동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,11:00~19:00,-,37.4883332843569,126.979917728895
2707,2708,봉천21세기약국,02-6959-8006,"서울특별시 관악구 봉천로 488, 서호빌딩 1층 (봉천동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,37.481477164744,126.953906329422
2708,2709,5층엔약국,02-877-3080,"서울특별시 관악구 신림로 350, 5층 (신림동, 서원프라자, 태영아파트)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~14:00,-,-,37.4855072234589,126.929948753311
2709,2710,성심약국,02-889-9395,"서울특별시 관악구 봉천로 227, 107호 (봉천동)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~15:00,-,-,37.4900315434017,126.927117551199
2710,2711,4층다나약국,02-878-9529,"서울특별시 관악구 관악로 195, 4층 408호 (봉천동, 관악위버폴리스)",09:00~18:30,09:00~18:30,09:00~18:30,14:00~18:30,09:00~18:30,09:00~13:00,-,-,37.4825638239353,126.953098728924
2711,2712,강남약국,02-851-1630,"서울특별시 금천구 남부순환로 1372 (독산동, 현경빌딩)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,37.4794589203551,126.903472790688
2712,2713,나나약국,02-849-7770,"서울특별시 관악구 보라매로3길 29, 3층 11호 (봉천동, 해태보라매타워)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~14:30,-,-,37.4912113425285,126.924990343437
2713,2714,휴베이스대학약국,02-888-7744,"서울특별시 관악구 남부순환로 1603, 101호 (신림동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,-,37.4844379432327,126.928803713296
2714,2715,나무약국,02-883-8911,"서울특별시 관악구 신림로11길 12, 102호 (신림동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,10:00~17:00,-,37.4699150849819,126.938719714708
2715,2716,메디팜백악관약국,02-457-6363,"서울특별시 광진구 용마산로 4, 1층 (중곡동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,37.5540473624408,127.088755555726
